,freq,index,p_sg,p_sa,p_pm
14,1.4 GHz,15,-2.2,-21.37,-3.35E+00
15,1.4 GHz,16,-2,-21.16,-3.15E+00
16,1.4 GHz,17,-1.8,-20.97,-2.95E+00
17,1.4 GHz,18,-1.6,-20.77,-2.75E+00
18,1.4 GHz,19,-1.4,-20.57,-2.55E+00
19,1.4 GHz,20,-1.2,-20.38,-2.36E+00
20,1.4 GHz,21,-1,-20.2,-2.17E+00
21,1.4 GHz,22,-0.8,-19.99,-1.97E+00
22,1.4 GHz,23,-0.6,-19.79,-1.77E+00
23,1.4 GHz,24,-0.4,-19.59,-1.57E+00
24,1.4 GHz,25,-0.2,-19.39,-1.38E+00
25,1.4 GHz,26,2.1649348980190553e-15,-19.19,-1.18E+00
26,1.4 GHz,27,0.20000000000000218,-19,-9.76E-01
27,1.4 GHz,28,0.4000000000000022,-18.79,-7.71E-01
28,1.4 GHz,29,0.6000000000000022,-18.59,-5.70E-01
29,1.4 GHz,30,0.8000000000000023,-18.39,-3.69E-01
30,1.4 GHz,31,1.0000000000000022,-18.18,-1.68E-01
31,1.4 GHz,32,1.2000000000000022,-17.99,3.05E-02
32,1.4 GHz,33,1.4000000000000021,-17.79,2.29E-01
33,1.4 GHz,34,1.600000000000002,-17.59,4.32E-01
34,1.4 GHz,35,1.800000000000002,-17.38,6.32E-01
35,1.4 GHz,36,2.000000000000002,-17.19,8.32E-01
36,1.4 GHz,37,2.2000000000000024,-16.99,1.03E+00
37,1.4 GHz,38,2.4000000000000026,-16.78,1.23E+00
38,1.4 GHz,39,2.6000000000000028,-16.59,1.43E+00
39,1.4 GHz,40,2.800000000000003,-16.37,1.65E+00
40,1.4 GHz,41,3.000000000000003,-16.17,1.85E+00
41,1.4 GHz,42,3.2000000000000033,-15.98,2.05E+00
42,1.4 GHz,43,3.4000000000000035,-15.78,2.25E+00
43,1.4 GHz,44,3.6000000000000036,-15.58,2.45E+00
44,1.4 GHz,45,3.800000000000004,-15.38,2.65E+00
45,1.4 GHz,46,4.0000000000000036,-15.18,2.85E+00
46,1.4 GHz,47,4.200000000000004,-14.99,3.05E+00
47,1.4 GHz,48,4.400000000000004,-14.78,3.25E+00
48,1.4 GHz,49,4.600000000000004,-14.59,3.44E+00
49,1.4 GHz,50,4.800000000000004,-14.39,3.64E+00
50,1.4 GHz,51,5.000000000000004,-14.25,3.83E+00
51,1.4 GHz,52,5.200000000000005,-13.99,4.04E+00
52,1.4 GHz,53,5.400000000000005,-13.79,4.24E+00
53,1.4 GHz,54,5.600000000000005,-13.59,4.44E+00
54,1.4 GHz,55,5.800000000000005,-13.4,4.64E+00
55,1.4 GHz,56,6.000000000000005,-13.19,4.84E+00
56,1.4 GHz,57,6.2000000000000055,-13,5.04E+00
57,1.4 GHz,58,6.400000000000006,-12.79,5.24E+00
58,1.4 GHz,59,6.600000000000006,-12.59,5.44E+00
59,1.4 GHz,60,6.800000000000006,-12.4,5.64E+00
60,1.4 GHz,61,7.000000000000006,-12.19,5.84E+00
61,1.4 GHz,62,7.200000000000006,-11.98,6.06E+00
62,1.4 GHz,63,7.400000000000007,-11.77,6.26E+00
63,1.4 GHz,64,7.600000000000007,-11.57,6.46E+00
64,1.4 GHz,65,7.800000000000007,-11.37,6.66E+00
65,1.4 GHz,66,8.000000000000007,-11.18,6.86E+00
66,1.4 GHz,67,8.200000000000006,-11.07,7.06E+00
67,1.4 GHz,68,8.400000000000006,-10.85,7.26E+00
68,1.4 GHz,69,8.600000000000005,-10.58,7.45E+00
69,1.4 GHz,70,8.800000000000004,-10.38,7.66E+00
70,1.4 GHz,71,9.000000000000004,-10.18,7.85E+00
71,1.4 GHz,72,9.200000000000003,-9.98,8.05E+00
72,1.4 GHz,73,9.400000000000002,-9.8,8.24E+00
73,1.4 GHz,74,9.600000000000001,-9.65,8.39E+00
74,1.4 GHz,75,9.8,-9.44,8.59E+00
75,1.4 GHz,76,10,-9.24,8.79E+00
76,1.4 GHz,77,10.2,-9.04,8.99E+00
77,1.4 GHz,78,10.399999999999999,-8.84,9.19E+00
78,1.4 GHz,79,10.599999999999998,-8.65,9.39E+00
79,1.4 GHz,80,10.799999999999997,-8.44,9.59E+00
80,1.4 GHz,81,10.999999999999996,-8.24,9.79E+00
81,1.4 GHz,82,11.199999999999996,-8.04,9.99E+00
82,1.4 GHz,83,11.399999999999995,-7.84,1.02E+01
83,1.4 GHz,84,11.599999999999994,-7.64,1.04E+01
84,1.4 GHz,85,11.799999999999994,-7.44,1.06E+01
85,1.4 GHz,86,11.999999999999993,-7.24,1.08E+01
86,1.4 GHz,87,12.199999999999992,-7.04,1.10E+01
87,1.4 GHz,88,12.399999999999991,-6.84,1.12E+01
88,1.4 GHz,89,12.59999999999999,-6.65,1.14E+01
89,1.4 GHz,90,12.79999999999999,-6.44,1.16E+01
90,1.4 GHz,91,12.99999999999999,-6.25,1.18E+01
91,1.4 GHz,92,13.199999999999989,-6.04,1.20E+01
92,1.4 GHz,93,13.399999999999988,-5.84,1.22E+01
93,1.4 GHz,94,13.599999999999987,-5.63,1.24E+01
94,1.4 GHz,95,13.799999999999986,-5.42,1.26E+01
95,1.4 GHz,96,13.999999999999986,-5.22,1.28E+01
96,1.4 GHz,97,14.199999999999985,-5.02,1.30E+01
97,1.4 GHz,98,14.399999999999984,-4.82,1.32E+01
98,1.4 GHz,99,14.599999999999984,-4.62,1.34E+01
99,1.4 GHz,100,14.799999999999983,-4.42,1.36E+01
100,1.4 GHz,101,14.999999999999982,-4.22,1.38E+01
0,1.5 GHz,1,-5,-24.26,-6.19E+00
1,1.5 GHz,2,-4.8,-24.06,-6.00E+00
2,1.5 GHz,3,-4.6,-23.86,-5.80E+00
3,1.5 GHz,4,-4.4,-23.66,-5.60E+00
4,1.5 GHz,5,-4.2,-23.47,-5.41E+00
5,1.5 GHz,6,-4,-23.27,-5.20E+00
6,1.5 GHz,7,-3.8,-23.06,-5.00E+00
7,1.5 GHz,8,-3.6,-22.87,-4.80E+00
8,1.5 GHz,9,-3.4,-22.64,-4.58E+00
9,1.5 GHz,10,-3.2,-22.44,-4.38E+00
10,1.5 GHz,11,-3,-22.25,-4.19E+00
11,1.5 GHz,12,-2.8,-22.06,-3.99E+00
12,1.5 GHz,13,-2.6,-21.86,-3.79E+00
13,1.5 GHz,14,-2.4,-21.66,-3.59E+00
14,1.5 GHz,15,-2.2,-21.46,-3.39E+00
15,1.5 GHz,16,-2,-21.26,-3.19E+00
16,1.5 GHz,17,-1.8,-21.06,-2.99E+00
17,1.5 GHz,18,-1.6,-20.86,-2.79E+00
18,1.5 GHz,19,-1.4,-20.68,-2.61E+00
19,1.5 GHz,20,-1.2,-20.48,-2.41E+00
20,1.5 GHz,21,-1,-20.28,-2.21E+00
21,1.5 GHz,22,-0.8,-20.08,-2.01E+00
22,1.5 GHz,23,-0.6,-19.88,-1.81E+00
23,1.5 GHz,24,-0.4,-19.68,-1.61E+00
24,1.5 GHz,25,-0.2,-19.48,-1.41E+00
25,1.5 GHz,26,2.1649348980190553e-15,-19.28,-1.21E+00
26,1.5 GHz,27,0.20000000000000218,-19.09,-1.01E+00
27,1.5 GHz,28,0.4000000000000022,-18.88,-8.06E-01
28,1.5 GHz,29,0.6000000000000022,-18.68,-6.05E-01
29,1.5 GHz,30,0.8000000000000023,-18.48,-4.04E-01
30,1.5 GHz,31,1.0000000000000022,-18.28,-2.04E-01
31,1.5 GHz,32,1.2000000000000022,-18.08,-3.19E-03
32,1.5 GHz,33,1.4000000000000021,-17.88,1.95E-01
33,1.5 GHz,34,1.600000000000002,-17.68,3.96E-01
34,1.5 GHz,35,1.800000000000002,-17.48,5.97E-01
35,1.5 GHz,36,2.000000000000002,-17.28,7.94E-01
36,1.5 GHz,37,2.2000000000000024,-17.08,9.94E-01
37,1.5 GHz,38,2.4000000000000026,-16.88,1.20E+00
38,1.5 GHz,39,2.6000000000000028,-16.68,1.40E+00
39,1.5 GHz,40,2.800000000000003,-16.46,1.62E+00
40,1.5 GHz,41,3.000000000000003,-16.26,1.82E+00
41,1.5 GHz,42,3.2000000000000033,-16.07,2.01E+00
42,1.5 GHz,43,3.4000000000000035,-15.87,2.21E+00
43,1.5 GHz,44,3.6000000000000036,-15.67,2.41E+00
44,1.5 GHz,45,3.800000000000004,-15.47,2.61E+00
45,1.5 GHz,46,4.0000000000000036,-15.28,2.81E+00
46,1.5 GHz,47,4.200000000000004,-15.08,3.01E+00
47,1.5 GHz,48,4.400000000000004,-14.87,3.21E+00
48,1.5 GHz,49,4.600000000000004,-14.67,3.41E+00
49,1.5 GHz,50,4.800000000000004,-14.48,3.60E+00
50,1.5 GHz,51,5.000000000000004,-14.28,3.80E+00
51,1.5 GHz,52,5.200000000000005,-14.08,4.00E+00
52,1.5 GHz,53,5.400000000000005,-13.88,4.20E+00
53,1.5 GHz,54,5.600000000000005,-13.68,4.40E+00
54,1.5 GHz,55,5.800000000000005,-13.48,4.60E+00
55,1.5 GHz,56,6.000000000000005,-13.28,4.80E+00
56,1.5 GHz,57,6.2000000000000055,-13.08,5.00E+00
57,1.5 GHz,58,6.400000000000006,-12.88,5.20E+00
58,1.5 GHz,59,6.600000000000006,-12.69,5.40E+00
59,1.5 GHz,60,6.800000000000006,-12.49,5.60E+00
60,1.5 GHz,61,7.000000000000006,-12.29,5.80E+00
61,1.5 GHz,62,7.200000000000006,-12.07,6.02E+00
62,1.5 GHz,63,7.400000000000007,-11.87,6.22E+00
63,1.5 GHz,64,7.600000000000007,-11.67,6.42E+00
64,1.5 GHz,65,7.800000000000007,-11.48,6.62E+00
65,1.5 GHz,66,8.000000000000007,-11.28,6.82E+00
66,1.5 GHz,67,8.200000000000006,-11.08,7.02E+00
67,1.5 GHz,68,8.400000000000006,-10.88,7.21E+00
68,1.5 GHz,69,8.600000000000005,-10.68,7.41E+00
69,1.5 GHz,70,8.800000000000004,-10.48,7.61E+00
70,1.5 GHz,71,9.000000000000004,-10.28,7.81E+00
71,1.5 GHz,72,9.200000000000003,-10.08,8.01E+00
72,1.5 GHz,73,9.400000000000002,-9.94,8.16E+00
73,1.5 GHz,74,9.600000000000001,-9.73,8.36E+00
74,1.5 GHz,75,9.8,-9.53,8.56E+00
75,1.5 GHz,76,10,-9.32,8.77E+00
76,1.5 GHz,77,10.2,-9.12,8.97E+00
77,1.5 GHz,78,10.399999999999999,-8.93,9.16E+00
78,1.5 GHz,79,10.599999999999998,-8.72,9.36E+00
79,1.5 GHz,80,10.799999999999997,-8.52,9.56E+00
80,1.5 GHz,81,10.999999999999996,-8.32,9.77E+00
81,1.5 GHz,82,11.199999999999996,-8.12,9.97E+00
82,1.5 GHz,83,11.399999999999995,-7.92,1.02E+01
83,1.5 GHz,84,11.599999999999994,-7.72,1.04E+01
84,1.5 GHz,85,11.799999999999994,-7.52,1.06E+01
85,1.5 GHz,86,11.999999999999993,-7.32,1.08E+01
86,1.5 GHz,87,12.199999999999992,-7.12,1.10E+01
87,1.5 GHz,88,12.399999999999991,-6.92,1.12E+01
88,1.5 GHz,89,12.59999999999999,-6.72,1.14E+01
89,1.5 GHz,90,12.79999999999999,-6.52,1.16E+01
90,1.5 GHz,91,12.99999999999999,-6.32,1.18E+01
91,1.5 GHz,92,13.199999999999989,-6.12,1.20E+01
92,1.5 GHz,93,13.399999999999988,-5.9,1.22E+01
93,1.5 GHz,94,13.599999999999987,-5.7,1.24E+01
94,1.5 GHz,95,13.799999999999986,-5.5,1.26E+01
95,1.5 GHz,96,13.999999999999986,-5.3,1.28E+01
96,1.5 GHz,97,14.199999999999985,-5.11,1.30E+01
97,1.5 GHz,98,14.399999999999984,-4.91,1.32E+01
98,1.5 GHz,99,14.599999999999984,-4.71,1.34E+01
99,1.5 GHz,100,14.799999999999983,-4.51,1.36E+01
100,1.5 GHz,101,14.999999999999982,-4.31,1.38E+01
0,1.6 GHz,1,-5,-24.09,-6.22E+00
1,1.6 GHz,2,-4.8,-23.9,-6.03E+00
2,1.6 GHz,3,-4.6,-23.7,-5.83E+00
3,1.6 GHz,4,-4.4,-23.5,-5.63E+00
4,1.6 GHz,5,-4.2,-23.3,-5.43E+00
5,1.6 GHz,6,-4,-23.1,-5.23E+00
6,1.6 GHz,7,-3.8,-22.9,-5.03E+00
7,1.6 GHz,8,-3.6,-22.7,-4.83E+00
8,1.6 GHz,9,-3.4,-22.48,-4.61E+00
9,1.6 GHz,10,-3.2,-22.28,-4.41E+00
10,1.6 GHz,11,-3,-22.09,-4.21E+00
11,1.6 GHz,12,-2.8,-21.88,-4.02E+00
12,1.6 GHz,13,-2.6,-21.7,-3.82E+00
13,1.6 GHz,14,-2.4,-21.49,-3.62E+00
14,1.6 GHz,15,-2.2,-21.3,-3.42E+00
15,1.6 GHz,16,-2,-21.1,-3.22E+00
16,1.6 GHz,17,-1.8,-20.9,-3.02E+00
17,1.6 GHz,18,-1.6,-20.7,-2.82E+00
18,1.6 GHz,19,-1.4,-20.51,-2.63E+00
19,1.6 GHz,20,-1.2,-20.31,-2.43E+00
20,1.6 GHz,21,-1,-20.1,-2.23E+00
21,1.6 GHz,22,-0.8,-19.91,-2.03E+00
22,1.6 GHz,23,-0.6,-19.71,-1.83E+00
23,1.6 GHz,24,-0.4,-19.5,-1.63E+00
24,1.6 GHz,25,-0.2,-19.3,-1.43E+00
25,1.6 GHz,26,2.1649348980190553e-15,-19.11,-1.23E+00
26,1.6 GHz,27,0.20000000000000218,-18.9,-1.03E+00
27,1.6 GHz,28,0.4000000000000022,-18.7,-8.21E-01
28,1.6 GHz,29,0.6000000000000022,-18.5,-6.19E-01
29,1.6 GHz,30,0.8000000000000023,-18.3,-4.19E-01
30,1.6 GHz,31,1.0000000000000022,-18.1,-2.19E-01
31,1.6 GHz,32,1.2000000000000022,-17.9,-2.03E-02
32,1.6 GHz,33,1.4000000000000021,-17.71,1.78E-01
33,1.6 GHz,34,1.600000000000002,-17.5,3.82E-01
34,1.6 GHz,35,1.800000000000002,-17.3,5.81E-01
35,1.6 GHz,36,2.000000000000002,-17.1,7.79E-01
36,1.6 GHz,37,2.2000000000000024,-16.9,9.79E-01
37,1.6 GHz,38,2.4000000000000026,-16.7,1.18E+00
38,1.6 GHz,39,2.6000000000000028,-16.5,1.38E+00
39,1.6 GHz,40,2.800000000000003,-16.28,1.60E+00
40,1.6 GHz,41,3.000000000000003,-16.08,1.80E+00
41,1.6 GHz,42,3.2000000000000033,-15.88,2.00E+00
42,1.6 GHz,43,3.4000000000000035,-15.68,2.20E+00
43,1.6 GHz,44,3.6000000000000036,-15.49,2.40E+00
44,1.6 GHz,45,3.800000000000004,-15.28,2.60E+00
45,1.6 GHz,46,4.0000000000000036,-15.09,2.80E+00
46,1.6 GHz,47,4.200000000000004,-14.88,2.99E+00
47,1.6 GHz,48,4.400000000000004,-14.69,3.19E+00
48,1.6 GHz,49,4.600000000000004,-14.49,3.39E+00
49,1.6 GHz,50,4.800000000000004,-14.3,3.58E+00
50,1.6 GHz,51,5.000000000000004,-14.1,3.78E+00
51,1.6 GHz,52,5.200000000000005,-13.9,3.98E+00
52,1.6 GHz,53,5.400000000000005,-13.7,4.18E+00
53,1.6 GHz,54,5.600000000000005,-13.5,4.38E+00
54,1.6 GHz,55,5.800000000000005,-13.3,4.58E+00
55,1.6 GHz,56,6.000000000000005,-13.14,4.74E+00
56,1.6 GHz,57,6.2000000000000055,-12.94,4.94E+00
57,1.6 GHz,58,6.400000000000006,-12.74,5.14E+00
58,1.6 GHz,59,6.600000000000006,-12.54,5.34E+00
59,1.6 GHz,60,6.800000000000006,-12.34,5.54E+00
60,1.6 GHz,61,7.000000000000006,-12.14,5.74E+00
61,1.6 GHz,62,7.200000000000006,-11.92,5.97E+00
62,1.6 GHz,63,7.400000000000007,-11.72,6.16E+00
63,1.6 GHz,64,7.600000000000007,-11.52,6.36E+00
64,1.6 GHz,65,7.800000000000007,-11.32,6.56E+00
65,1.6 GHz,66,8.000000000000007,-11.12,6.76E+00
66,1.6 GHz,67,8.200000000000006,-10.92,6.96E+00
67,1.6 GHz,68,8.400000000000006,-10.73,7.16E+00
68,1.6 GHz,69,8.600000000000005,-10.53,7.36E+00
69,1.6 GHz,70,8.800000000000004,-10.33,7.56E+00
70,1.6 GHz,71,9.000000000000004,-10.13,7.75E+00
71,1.6 GHz,72,9.200000000000003,-9.93,7.95E+00
72,1.6 GHz,73,9.400000000000002,-9.74,8.14E+00
73,1.6 GHz,74,9.600000000000001,-9.54,8.34E+00
74,1.6 GHz,75,9.8,-9.35,8.54E+00
75,1.6 GHz,76,10,-9.14,8.74E+00
76,1.6 GHz,77,10.2,-8.94,8.94E+00
77,1.6 GHz,78,10.399999999999999,-8.78,9.11E+00
78,1.6 GHz,79,10.599999999999998,-8.57,9.31E+00
79,1.6 GHz,80,10.799999999999997,-8.37,9.51E+00
80,1.6 GHz,81,10.999999999999996,-8.17,9.72E+00
81,1.6 GHz,82,11.199999999999996,-7.97,9.91E+00
82,1.6 GHz,83,11.399999999999995,-7.77,1.01E+01
83,1.6 GHz,84,11.599999999999994,-7.58,1.03E+01
84,1.6 GHz,85,11.799999999999994,-7.37,1.05E+01
85,1.6 GHz,86,11.999999999999993,-7.18,1.07E+01
86,1.6 GHz,87,12.199999999999992,-6.98,1.09E+01
87,1.6 GHz,88,12.399999999999991,-6.78,1.11E+01
88,1.6 GHz,89,12.59999999999999,-6.58,1.13E+01
89,1.6 GHz,90,12.79999999999999,-6.38,1.15E+01
90,1.6 GHz,91,12.99999999999999,-6.18,1.17E+01
91,1.6 GHz,92,13.199999999999989,-5.98,1.19E+01
92,1.6 GHz,93,13.399999999999988,-5.76,1.21E+01
93,1.6 GHz,94,13.599999999999987,-5.56,1.23E+01
94,1.6 GHz,95,13.799999999999986,-5.36,1.25E+01
95,1.6 GHz,96,13.999999999999986,-5.16,1.27E+01
96,1.6 GHz,97,14.199999999999985,-4.96,1.29E+01
97,1.6 GHz,98,14.399999999999984,-4.76,1.31E+01
98,1.6 GHz,99,14.599999999999984,-4.56,1.33E+01
99,1.6 GHz,100,14.799999999999983,-4.36,1.35E+01
100,1.6 GHz,101,14.999999999999982,-4.16,1.37E+01
0,1.7000000000000002 GHz,1,-5,-23.9,-6.27E+00
1,1.7000000000000002 GHz,2,-4.8,-23.7,-6.08E+00
2,1.7000000000000002 GHz,3,-4.6,-23.5,-5.88E+00
3,1.7000000000000002 GHz,4,-4.4,-23.3,-5.68E+00
4,1.7000000000000002 GHz,5,-4.2,-23.1,-5.48E+00
5,1.7000000000000002 GHz,6,-4,-22.9,-5.29E+00
6,1.7000000000000002 GHz,7,-3.8,-22.7,-5.09E+00
7,1.7000000000000002 GHz,8,-3.6,-22.5,-4.89E+00
8,1.7000000000000002 GHz,9,-3.4,-22.28,-4.66E+00
9,1.7000000000000002 GHz,10,-3.2,-22.08,-4.47E+00
10,1.7000000000000002 GHz,11,-3,-21.89,-4.26E+00
11,1.7000000000000002 GHz,12,-2.8,-21.69,-4.07E+00
12,1.7000000000000002 GHz,13,-2.6,-21.5,-3.87E+00
13,1.7000000000000002 GHz,14,-2.4,-23.45,-3.67E+00
14,1.7000000000000002 GHz,15,-2.2,-21.09,-3.47E+00
15,1.7000000000000002 GHz,16,-2,-20.89,-3.27E+00
16,1.7000000000000002 GHz,17,-1.8,-20.7,-3.07E+00
17,1.7000000000000002 GHz,18,-1.6,-20.5,-2.87E+00
18,1.7000000000000002 GHz,19,-1.4,-20.3,-2.67E+00
19,1.7000000000000002 GHz,20,-1.2,-20.11,-2.48E+00
20,1.7000000000000002 GHz,21,-1,-19.91,-2.28E+00
21,1.7000000000000002 GHz,22,-0.8,-19.71,-2.08E+00
22,1.7000000000000002 GHz,23,-0.6,-19.51,-1.88E+00
23,1.7000000000000002 GHz,24,-0.4,-19.32,-1.69E+00
24,1.7000000000000002 GHz,25,-0.2,-19.12,-1.49E+00
25,1.7000000000000002 GHz,26,2.1649348980190553e-15,-18.92,-1.29E+00
26,1.7000000000000002 GHz,27,0.20000000000000218,-18.72,-1.09E+00
27,1.7000000000000002 GHz,28,0.4000000000000022,-18.52,-8.87E-01
28,1.7000000000000002 GHz,29,0.6000000000000022,-18.32,-6.86E-01
29,1.7000000000000002 GHz,30,0.8000000000000023,-18.11,-4.86E-01
30,1.7000000000000002 GHz,31,1.0000000000000022,-17.92,-2.88E-01
31,1.7000000000000002 GHz,32,1.2000000000000022,-17.72,-8.67E-02
32,1.7000000000000002 GHz,33,1.4000000000000021,-17.52,1.13E-01
33,1.7000000000000002 GHz,34,1.600000000000002,-17.31,3.14E-01
34,1.7000000000000002 GHz,35,1.800000000000002,-17.12,5.15E-01
35,1.7000000000000002 GHz,36,2.000000000000002,-16.92,7.12E-01
36,1.7000000000000002 GHz,37,2.2000000000000024,-16.72,9.13E-01
37,1.7000000000000002 GHz,38,2.4000000000000026,-16.52,1.11E+00
38,1.7000000000000002 GHz,39,2.6000000000000028,-16.3,1.33E+00
39,1.7000000000000002 GHz,40,2.800000000000003,-16.1,1.53E+00
40,1.7000000000000002 GHz,41,3.000000000000003,-15.9,1.73E+00
41,1.7000000000000002 GHz,42,3.2000000000000033,-15.7,1.93E+00
42,1.7000000000000002 GHz,43,3.4000000000000035,-15.51,2.13E+00
43,1.7000000000000002 GHz,44,3.6000000000000036,-15.31,2.33E+00
44,1.7000000000000002 GHz,45,3.800000000000004,-15.11,2.53E+00
45,1.7000000000000002 GHz,46,4.0000000000000036,-14.91,2.73E+00
46,1.7000000000000002 GHz,47,4.200000000000004,-14.71,2.93E+00
47,1.7000000000000002 GHz,48,4.400000000000004,-14.51,3.13E+00
48,1.7000000000000002 GHz,49,4.600000000000004,-14.31,3.33E+00
49,1.7000000000000002 GHz,50,4.800000000000004,-14.12,3.52E+00
50,1.7000000000000002 GHz,51,5.000000000000004,-13.92,3.72E+00
51,1.7000000000000002 GHz,52,5.200000000000005,-13.72,3.91E+00
52,1.7000000000000002 GHz,53,5.400000000000005,-13.52,4.12E+00
53,1.7000000000000002 GHz,54,5.600000000000005,-13.31,4.33E+00
54,1.7000000000000002 GHz,55,5.800000000000005,-13.11,4.54E+00
55,1.7000000000000002 GHz,56,6.000000000000005,-12.91,4.74E+00
56,1.7000000000000002 GHz,57,6.2000000000000055,-12.71,4.94E+00
57,1.7000000000000002 GHz,58,6.400000000000006,-12.52,5.13E+00
58,1.7000000000000002 GHz,59,6.600000000000006,-12.31,5.33E+00
59,1.7000000000000002 GHz,60,6.800000000000006,-12.11,5.53E+00
60,1.7000000000000002 GHz,61,7.000000000000006,-11.91,5.74E+00
61,1.7000000000000002 GHz,62,7.200000000000006,-11.7,5.95E+00
62,1.7000000000000002 GHz,63,7.400000000000007,-11.49,6.15E+00
63,1.7000000000000002 GHz,64,7.600000000000007,-11.29,6.35E+00
64,1.7000000000000002 GHz,65,7.800000000000007,-11.1,6.55E+00
65,1.7000000000000002 GHz,66,8.000000000000007,-10.9,6.75E+00
66,1.7000000000000002 GHz,67,8.200000000000006,-10.7,6.95E+00
67,1.7000000000000002 GHz,68,8.400000000000006,-10.5,7.15E+00
68,1.7000000000000002 GHz,69,8.600000000000005,-10.3,7.35E+00
69,1.7000000000000002 GHz,70,8.800000000000004,-10.1,7.55E+00
70,1.7000000000000002 GHz,71,9.000000000000004,-9.9,7.75E+00
71,1.7000000000000002 GHz,72,9.200000000000003,-9.72,7.93E+00
72,1.7000000000000002 GHz,73,9.400000000000002,-9.52,8.13E+00
73,1.7000000000000002 GHz,74,9.600000000000001,-9.32,8.33E+00
74,1.7000000000000002 GHz,75,9.8,-9.12,8.53E+00
75,1.7000000000000002 GHz,76,10,-8.98,8.68E+00
76,1.7000000000000002 GHz,77,10.2,-8.77,8.88E+00
77,1.7000000000000002 GHz,78,10.399999999999999,-8.57,9.08E+00
78,1.7000000000000002 GHz,79,10.599999999999998,-8.36,9.29E+00
79,1.7000000000000002 GHz,80,10.799999999999997,-8.16,9.49E+00
80,1.7000000000000002 GHz,81,10.999999999999996,-7.96,9.69E+00
81,1.7000000000000002 GHz,82,11.199999999999996,-7.76,9.89E+00
82,1.7000000000000002 GHz,83,11.399999999999995,-7.57,1.01E+01
83,1.7000000000000002 GHz,84,11.599999999999994,-7.36,1.03E+01
84,1.7000000000000002 GHz,85,11.799999999999994,-7.16,1.05E+01
85,1.7000000000000002 GHz,86,11.999999999999993,-6.97,1.07E+01
86,1.7000000000000002 GHz,87,12.199999999999992,-6.78,1.09E+01
87,1.7000000000000002 GHz,88,12.399999999999991,-6.57,1.11E+01
88,1.7000000000000002 GHz,89,12.59999999999999,-6.37,1.13E+01
89,1.7000000000000002 GHz,90,12.79999999999999,-6.15,1.15E+01
90,1.7000000000000002 GHz,91,12.99999999999999,-5.95,1.17E+01
91,1.7000000000000002 GHz,92,13.199999999999989,-5.75,1.19E+01
92,1.7000000000000002 GHz,93,13.399999999999988,-5.55,1.21E+01
