,freq,index,p_sg,p_sa,p_pm
93,1.7000000000000002 GHz,94,13.599999999999987,-5.36,1.23E+01
94,1.7000000000000002 GHz,95,13.799999999999986,-5.16,1.25E+01
95,1.7000000000000002 GHz,96,13.999999999999986,-4.96,1.27E+01
96,1.7000000000000002 GHz,97,14.199999999999985,-4.76,1.29E+01
97,1.7000000000000002 GHz,98,14.399999999999984,-4.56,1.31E+01
98,1.7000000000000002 GHz,99,14.599999999999984,-4.36,1.33E+01
99,1.7000000000000002 GHz,100,14.799999999999983,-4.16,1.35E+01
100,1.7000000000000002 GHz,101,14.999999999999982,-3.98,1.37E+01
0,1.8 GHz,1,-5,-23.48,-6.33E+00
1,1.8 GHz,2,-4.8,-23.29,-6.13E+00
2,1.8 GHz,3,-4.6,-23.09,-5.93E+00
3,1.8 GHz,4,-4.4,-22.89,-5.73E+00
4,1.8 GHz,5,-4.2,-22.69,-5.54E+00
5,1.8 GHz,6,-4,-22.49,-5.34E+00
6,1.8 GHz,7,-3.8,-22.29,-5.14E+00
7,1.8 GHz,8,-3.6,-22.09,-4.94E+00
8,1.8 GHz,9,-3.4,-21.87,-4.72E+00
9,1.8 GHz,10,-3.2,-21.68,-4.52E+00
10,1.8 GHz,11,-3,-21.47,-4.32E+00
11,1.8 GHz,12,-2.8,-21.28,-4.12E+00
12,1.8 GHz,13,-2.6,-21.08,-3.92E+00
13,1.8 GHz,14,-2.4,-20.89,-3.72E+00
14,1.8 GHz,15,-2.2,-20.69,-3.52E+00
15,1.8 GHz,16,-2,-20.49,-3.32E+00
16,1.8 GHz,17,-1.8,-20.29,-3.12E+00
17,1.8 GHz,18,-1.6,-20.09,-2.93E+00
18,1.8 GHz,19,-1.4,-19.89,-2.72E+00
19,1.8 GHz,20,-1.2,-19.7,-2.54E+00
20,1.8 GHz,21,-1,-19.5,-2.34E+00
21,1.8 GHz,22,-0.8,-19.29,-2.12E+00
22,1.8 GHz,23,-0.6,-19.09,-1.92E+00
23,1.8 GHz,24,-0.4,-18.89,-1.73E+00
24,1.8 GHz,25,-0.2,-18.69,-1.53E+00
25,1.8 GHz,26,2.1649348980190553e-15,-18.5,-1.33E+00
26,1.8 GHz,27,0.20000000000000218,-18.29,-1.12E+00
27,1.8 GHz,28,0.4000000000000022,-18.09,-9.22E-01
28,1.8 GHz,29,0.6000000000000022,-17.88,-7.21E-01
29,1.8 GHz,30,0.8000000000000023,-17.69,-5.22E-01
30,1.8 GHz,31,1.0000000000000022,-17.48,-3.21E-01
31,1.8 GHz,32,1.2000000000000022,-17.29,-1.22E-01
32,1.8 GHz,33,1.4000000000000021,-17.09,7.92E-02
33,1.8 GHz,34,1.600000000000002,-16.88,2.80E-01
34,1.8 GHz,35,1.800000000000002,-16.69,4.77E-01
35,1.8 GHz,36,2.000000000000002,-16.49,6.77E-01
36,1.8 GHz,37,2.2000000000000024,-16.29,8.78E-01
37,1.8 GHz,38,2.4000000000000026,-16.09,1.08E+00
38,1.8 GHz,39,2.6000000000000028,-15.88,1.30E+00
39,1.8 GHz,40,2.800000000000003,-15.68,1.50E+00
40,1.8 GHz,41,3.000000000000003,-15.48,1.70E+00
41,1.8 GHz,42,3.2000000000000033,-15.28,1.90E+00
42,1.8 GHz,43,3.4000000000000035,-15.08,2.10E+00
43,1.8 GHz,44,3.6000000000000036,-14.88,2.30E+00
44,1.8 GHz,45,3.800000000000004,-14.68,2.49E+00
45,1.8 GHz,46,4.0000000000000036,-14.48,2.69E+00
46,1.8 GHz,47,4.200000000000004,-14.29,2.89E+00
47,1.8 GHz,48,4.400000000000004,-14.09,3.09E+00
48,1.8 GHz,49,4.600000000000004,-13.9,3.28E+00
49,1.8 GHz,50,4.800000000000004,-13.7,3.48E+00
50,1.8 GHz,51,5.000000000000004,-13.5,3.68E+00
51,1.8 GHz,52,5.200000000000005,-13.33,3.85E+00
52,1.8 GHz,53,5.400000000000005,-13.14,4.06E+00
53,1.8 GHz,54,5.600000000000005,-12.93,4.25E+00
54,1.8 GHz,55,5.800000000000005,-12.73,4.45E+00
55,1.8 GHz,56,6.000000000000005,-12.53,4.66E+00
56,1.8 GHz,57,6.2000000000000055,-12.37,4.86E+00
57,1.8 GHz,58,6.400000000000006,-12.14,5.05E+00
58,1.8 GHz,59,6.600000000000006,-11.94,5.25E+00
59,1.8 GHz,60,6.800000000000006,-11.74,5.45E+00
60,1.8 GHz,61,7.000000000000006,-11.53,5.66E+00
61,1.8 GHz,62,7.200000000000006,-11.32,5.87E+00
62,1.8 GHz,63,7.400000000000007,-11.12,6.07E+00
63,1.8 GHz,64,7.600000000000007,-10.92,6.27E+00
64,1.8 GHz,65,7.800000000000007,-10.72,6.47E+00
65,1.8 GHz,66,8.000000000000007,-10.52,6.67E+00
66,1.8 GHz,67,8.200000000000006,-10.32,6.87E+00
67,1.8 GHz,68,8.400000000000006,-10.13,7.07E+00
68,1.8 GHz,69,8.600000000000005,-9.93,7.27E+00
69,1.8 GHz,70,8.800000000000004,-9.73,7.46E+00
70,1.8 GHz,71,9.000000000000004,-9.53,7.67E+00
71,1.8 GHz,72,9.200000000000003,-9.34,7.85E+00
72,1.8 GHz,73,9.400000000000002,-9.14,8.05E+00
73,1.8 GHz,74,9.600000000000001,-8.94,8.25E+00
74,1.8 GHz,75,9.8,-8.75,8.44E+00
75,1.8 GHz,76,10,-8.55,8.64E+00
76,1.8 GHz,77,10.2,-8.34,8.85E+00
77,1.8 GHz,78,10.399999999999999,-8.15,9.05E+00
78,1.8 GHz,79,10.599999999999998,-7.94,9.25E+00
79,1.8 GHz,80,10.799999999999997,-7.74,9.45E+00
80,1.8 GHz,81,10.999999999999996,-7.54,9.65E+00
81,1.8 GHz,82,11.199999999999996,-7.34,9.85E+00
82,1.8 GHz,83,11.399999999999995,-7.14,1.01E+01
83,1.8 GHz,84,11.599999999999994,-6.95,1.02E+01
84,1.8 GHz,85,11.799999999999994,-6.74,1.04E+01
85,1.8 GHz,86,11.999999999999993,-6.55,1.06E+01
86,1.8 GHz,87,12.199999999999992,-6.36,1.08E+01
87,1.8 GHz,88,12.399999999999991,-6.14,1.11E+01
88,1.8 GHz,89,12.59999999999999,-5.93,1.13E+01
89,1.8 GHz,90,12.79999999999999,-5.73,1.15E+01
90,1.8 GHz,91,12.99999999999999,-5.53,1.17E+01
91,1.8 GHz,92,13.199999999999989,-5.34,1.19E+01
92,1.8 GHz,93,13.399999999999988,-5.13,1.21E+01
93,1.8 GHz,94,13.599999999999987,-4.94,1.23E+01
94,1.8 GHz,95,13.799999999999986,-4.74,1.25E+01
95,1.8 GHz,96,13.999999999999986,-4.54,1.27E+01
96,1.8 GHz,97,14.199999999999985,-4.35,1.28E+01
97,1.8 GHz,98,14.399999999999984,-4.15,1.30E+01
98,1.8 GHz,99,14.599999999999984,-3.97,1.32E+01
99,1.8 GHz,100,14.799999999999983,-3.76,1.34E+01
100,1.8 GHz,101,14.999999999999982,-3.55,1.36E+01
0,1.9 GHz,1,-5,-23.5,-6.34E+00
1,1.9 GHz,2,-4.8,-23.3,-6.14E+00
2,1.9 GHz,3,-4.6,-23.1,-5.95E+00
3,1.9 GHz,4,-4.4,-22.91,-5.75E+00
4,1.9 GHz,5,-4.2,-22.7,-5.55E+00
5,1.9 GHz,6,-4,-22.51,-5.35E+00
6,1.9 GHz,7,-3.8,-22.31,-5.15E+00
7,1.9 GHz,8,-3.6,-22.11,-4.95E+00
8,1.9 GHz,9,-3.4,-21.89,-4.73E+00
9,1.9 GHz,10,-3.2,-21.69,-4.53E+00
10,1.9 GHz,11,-3,-21.5,-4.33E+00
11,1.9 GHz,12,-2.8,-21.29,-4.13E+00
12,1.9 GHz,13,-2.6,-21.09,-3.93E+00
13,1.9 GHz,14,-2.4,-20.9,-3.73E+00
14,1.9 GHz,15,-2.2,-20.7,-3.53E+00
15,1.9 GHz,16,-2,-20.5,-3.33E+00
16,1.9 GHz,17,-1.8,-20.31,-3.14E+00
17,1.9 GHz,18,-1.6,-20.1,-2.94E+00
18,1.9 GHz,19,-1.4,-19.91,-2.74E+00
19,1.9 GHz,20,-1.2,-19.72,-2.55E+00
20,1.9 GHz,21,-1,-19.51,-2.35E+00
21,1.9 GHz,22,-0.8,-19.32,-2.15E+00
22,1.9 GHz,23,-0.6,-19.12,-1.95E+00
23,1.9 GHz,24,-0.4,-18.92,-1.75E+00
24,1.9 GHz,25,-0.2,-18.72,-1.55E+00
25,1.9 GHz,26,2.1649348980190553e-15,-18.52,-1.35E+00
26,1.9 GHz,27,0.20000000000000218,-18.31,-1.15E+00
27,1.9 GHz,28,0.4000000000000022,-18.1,-9.42E-01
28,1.9 GHz,29,0.6000000000000022,-17.91,-7.43E-01
29,1.9 GHz,30,0.8000000000000023,-17.72,-5.44E-01
30,1.9 GHz,31,1.0000000000000022,-17.51,-3.43E-01
31,1.9 GHz,32,1.2000000000000022,-17.31,-1.44E-01
32,1.9 GHz,33,1.4000000000000021,-17.11,5.71E-02
33,1.9 GHz,34,1.600000000000002,-16.91,2.58E-01
34,1.9 GHz,35,1.800000000000002,-16.71,4.56E-01
35,1.9 GHz,36,2.000000000000002,-16.52,6.56E-01
36,1.9 GHz,37,2.2000000000000024,-16.32,8.57E-01
37,1.9 GHz,38,2.4000000000000026,-16.1,1.07E+00
38,1.9 GHz,39,2.6000000000000028,-15.9,1.28E+00
39,1.9 GHz,40,2.800000000000003,-15.7,1.48E+00
40,1.9 GHz,41,3.000000000000003,-15.5,1.68E+00
41,1.9 GHz,42,3.2000000000000033,-15.3,1.87E+00
42,1.9 GHz,43,3.4000000000000035,-15.1,2.07E+00
43,1.9 GHz,44,3.6000000000000036,-14.91,2.27E+00
44,1.9 GHz,45,3.800000000000004,-14.7,2.47E+00
45,1.9 GHz,46,4.0000000000000036,-14.5,2.67E+00
46,1.9 GHz,47,4.200000000000004,-14.31,2.87E+00
47,1.9 GHz,48,4.400000000000004,-14.1,3.07E+00
48,1.9 GHz,49,4.600000000000004,-13.92,3.26E+00
49,1.9 GHz,50,4.800000000000004,-13.72,3.46E+00
50,1.9 GHz,51,5.000000000000004,-13.53,3.64E+00
51,1.9 GHz,52,5.200000000000005,-13.33,3.84E+00
52,1.9 GHz,53,5.400000000000005,-13.14,4.04E+00
53,1.9 GHz,54,5.600000000000005,-12.94,4.24E+00
54,1.9 GHz,55,5.800000000000005,-12.74,4.44E+00
55,1.9 GHz,56,6.000000000000005,-12.53,4.64E+00
56,1.9 GHz,57,6.2000000000000055,-12.34,4.84E+00
57,1.9 GHz,58,6.400000000000006,-12.14,5.04E+00
58,1.9 GHz,59,6.600000000000006,-11.94,5.24E+00
59,1.9 GHz,60,6.800000000000006,-11.74,5.44E+00
60,1.9 GHz,61,7.000000000000006,-11.52,5.66E+00
61,1.9 GHz,62,7.200000000000006,-11.32,5.86E+00
62,1.9 GHz,63,7.400000000000007,-11.12,6.06E+00
63,1.9 GHz,64,7.600000000000007,-10.92,6.26E+00
64,1.9 GHz,65,7.800000000000007,-10.73,6.46E+00
65,1.9 GHz,66,8.000000000000007,-10.52,6.66E+00
66,1.9 GHz,67,8.200000000000006,-10.33,6.86E+00
67,1.9 GHz,68,8.400000000000006,-10.13,7.05E+00
68,1.9 GHz,69,8.600000000000005,-9.93,7.25E+00
69,1.9 GHz,70,8.800000000000004,-9.73,7.45E+00
70,1.9 GHz,71,9.000000000000004,-9.53,7.65E+00
71,1.9 GHz,72,9.200000000000003,-9.34,7.84E+00
72,1.9 GHz,73,9.400000000000002,-9.14,8.04E+00
73,1.9 GHz,74,9.600000000000001,-8.98,8.21E+00
74,1.9 GHz,75,9.8,-8.78,8.41E+00
75,1.9 GHz,76,10,-8.57,8.61E+00
76,1.9 GHz,77,10.2,-8.37,8.81E+00
77,1.9 GHz,78,10.399999999999999,-8.17,9.01E+00
78,1.9 GHz,79,10.599999999999998,-7.97,9.21E+00
79,1.9 GHz,80,10.799999999999997,-7.77,9.41E+00
80,1.9 GHz,81,10.999999999999996,-7.57,9.61E+00
81,1.9 GHz,82,11.199999999999996,-7.36,9.81E+00
82,1.9 GHz,83,11.399999999999995,-7.17,1.00E+01
83,1.9 GHz,84,11.599999999999994,-6.97,1.02E+01
84,1.9 GHz,85,11.799999999999994,-6.77,1.04E+01
85,1.9 GHz,86,11.999999999999993,-6.54,1.06E+01
86,1.9 GHz,87,12.199999999999992,-6.35,1.08E+01
87,1.9 GHz,88,12.399999999999991,-6.15,1.10E+01
88,1.9 GHz,89,12.59999999999999,-5.95,1.12E+01
89,1.9 GHz,90,12.79999999999999,-5.75,1.14E+01
90,1.9 GHz,91,12.99999999999999,-5.55,1.16E+01
91,1.9 GHz,92,13.199999999999989,-5.36,1.18E+01
92,1.9 GHz,93,13.399999999999988,-5.16,1.20E+01
93,1.9 GHz,94,13.599999999999987,-4.96,1.22E+01
94,1.9 GHz,95,13.799999999999986,-4.76,1.24E+01
95,1.9 GHz,96,13.999999999999986,-4.57,1.26E+01
96,1.9 GHz,97,14.199999999999985,-4.38,1.28E+01
97,1.9 GHz,98,14.399999999999984,-4.17,1.30E+01
98,1.9 GHz,99,14.599999999999984,-3.97,1.32E+01
99,1.9 GHz,100,14.799999999999983,-3.77,1.34E+01
100,1.9 GHz,101,14.999999999999982,-3.58,1.36E+01
0,2.0 GHz,1,-5,-24.06,-6.42E+00
1,2.0 GHz,2,-4.8,-23.84,-6.23E+00
2,2.0 GHz,3,-4.6,-23.64,-6.03E+00
3,2.0 GHz,4,-4.4,-23.44,-5.83E+00
4,2.0 GHz,5,-4.2,-23.24,-5.64E+00
5,2.0 GHz,6,-4,-23.05,-5.44E+00
6,2.0 GHz,7,-3.8,-22.85,-5.24E+00
7,2.0 GHz,8,-3.6,-22.64,-5.04E+00
8,2.0 GHz,9,-3.4,-22.43,-4.82E+00
9,2.0 GHz,10,-3.2,-22.22,-4.62E+00
10,2.0 GHz,11,-3,-22.02,-4.42E+00
11,2.0 GHz,12,-2.8,-21.83,-4.22E+00
12,2.0 GHz,13,-2.6,-21.63,-4.02E+00
13,2.0 GHz,14,-2.4,-21.43,-3.82E+00
14,2.0 GHz,15,-2.2,-21.24,-3.62E+00
15,2.0 GHz,16,-2,-21.04,-3.42E+00
16,2.0 GHz,17,-1.8,-20.84,-3.22E+00
17,2.0 GHz,18,-1.6,-20.64,-3.03E+00
18,2.0 GHz,19,-1.4,-20.45,-2.83E+00
19,2.0 GHz,20,-1.2,-20.24,-2.62E+00
20,2.0 GHz,21,-1,-20.04,-2.42E+00
21,2.0 GHz,22,-0.8,-19.84,-2.22E+00
22,2.0 GHz,23,-0.6,-19.64,-2.03E+00
23,2.0 GHz,24,-0.4,-19.45,-1.83E+00
24,2.0 GHz,25,-0.2,-19.24,-1.63E+00
25,2.0 GHz,26,2.1649348980190553e-15,-19.05,-1.43E+00
26,2.0 GHz,27,0.20000000000000218,-18.84,-1.22E+00
27,2.0 GHz,28,0.4000000000000022,-18.64,-1.02E+00
28,2.0 GHz,29,0.6000000000000022,-18.44,-8.23E-01
29,2.0 GHz,30,0.8000000000000023,-18.24,-6.25E-01
30,2.0 GHz,31,1.0000000000000022,-18.04,-4.23E-01
31,2.0 GHz,32,1.2000000000000022,-17.84,-2.24E-01
32,2.0 GHz,33,1.4000000000000021,-17.63,-2.28E-02
33,2.0 GHz,34,1.600000000000002,-17.44,1.78E-01
34,2.0 GHz,35,1.800000000000002,-17.24,3.75E-01
35,2.0 GHz,36,2.000000000000002,-17.04,5.76E-01
36,2.0 GHz,37,2.2000000000000024,-17.93,7.77E-01
37,2.0 GHz,38,2.4000000000000026,-16.64,9.79E-01
38,2.0 GHz,39,2.6000000000000028,-16.42,1.20E+00
39,2.0 GHz,40,2.800000000000003,-16.21,1.40E+00
40,2.0 GHz,41,3.000000000000003,-16.01,1.60E+00
41,2.0 GHz,42,3.2000000000000033,-15.82,1.79E+00
42,2.0 GHz,43,3.4000000000000035,-15.61,1.99E+00
43,2.0 GHz,44,3.6000000000000036,-15.42,2.19E+00
44,2.0 GHz,45,3.800000000000004,-15.22,2.39E+00
45,2.0 GHz,46,4.0000000000000036,-15.02,2.59E+00
46,2.0 GHz,47,4.200000000000004,-14.82,2.79E+00
47,2.0 GHz,48,4.400000000000004,-14.63,2.98E+00
48,2.0 GHz,49,4.600000000000004,-14.42,3.18E+00
49,2.0 GHz,50,4.800000000000004,-14.23,3.38E+00
50,2.0 GHz,51,5.000000000000004,-14.03,3.58E+00
51,2.0 GHz,52,5.200000000000005,-13.83,3.78E+00
52,2.0 GHz,53,5.400000000000005,-13.63,3.98E+00
53,2.0 GHz,54,5.600000000000005,-13.43,4.18E+00
54,2.0 GHz,55,5.800000000000005,-13.23,4.38E+00
55,2.0 GHz,56,6.000000000000005,-13.03,4.58E+00
56,2.0 GHz,57,6.2000000000000055,-12.83,4.78E+00
57,2.0 GHz,58,6.400000000000006,-12.64,4.98E+00
58,2.0 GHz,59,6.600000000000006,-12.43,5.18E+00
59,2.0 GHz,60,6.800000000000006,-12.23,5.38E+00
60,2.0 GHz,61,7.000000000000006,-12.01,5.60E+00
61,2.0 GHz,62,7.200000000000006,-11.81,5.80E+00
62,2.0 GHz,63,7.400000000000007,-11.6,6.00E+00
63,2.0 GHz,64,7.600000000000007,-11.42,6.20E+00
64,2.0 GHz,65,7.800000000000007,-11.22,6.40E+00
65,2.0 GHz,66,8.000000000000007,-11.02,6.60E+00
66,2.0 GHz,67,8.200000000000006,-10.82,6.80E+00
67,2.0 GHz,68,8.400000000000006,-10.62,6.99E+00
68,2.0 GHz,69,8.600000000000005,-10.42,7.19E+00
69,2.0 GHz,70,8.800000000000004,-10.28,7.34E+00
70,2.0 GHz,71,9.000000000000004,-10.07,7.55E+00
71,2.0 GHz,72,9.200000000000003,-9.87,7.75E+00
72,2.0 GHz,73,9.400000000000002,-9.67,7.95E+00
73,2.0 GHz,74,9.600000000000001,-9.89,8.15E+00
74,2.0 GHz,75,9.8,-9.28,8.35E+00
75,2.0 GHz,76,10,-9.07,8.55E+00
76,2.0 GHz,77,10.2,-8.87,8.75E+00
77,2.0 GHz,78,10.399999999999999,-8.67,8.95E+00
78,2.0 GHz,79,10.599999999999998,-8.48,9.14E+00
79,2.0 GHz,80,10.799999999999997,-8.28,9.35E+00
80,2.0 GHz,81,10.999999999999996,-8.07,9.55E+00
81,2.0 GHz,82,11.199999999999996,-10,9.75E+00
82,2.0 GHz,83,11.399999999999995,-7.65,9.97E+00
83,2.0 GHz,84,11.599999999999994,-7.45,1.02E+01
84,2.0 GHz,85,11.799999999999994,-7.25,1.04E+01
85,2.0 GHz,86,11.999999999999993,-7.06,1.06E+01
86,2.0 GHz,87,12.199999999999992,-6.86,1.08E+01
87,2.0 GHz,88,12.399999999999991,-6.65,1.10E+01
88,2.0 GHz,89,12.59999999999999,-6.46,1.12E+01
89,2.0 GHz,90,12.79999999999999,-6.26,1.14E+01
90,2.0 GHz,91,12.99999999999999,-6.06,1.16E+01
91,2.0 GHz,92,13.199999999999989,-5.86,1.18E+01
92,2.0 GHz,93,13.399999999999988,-5.66,1.20E+01
93,2.0 GHz,94,13.599999999999987,-5.46,1.22E+01
94,2.0 GHz,95,13.799999999999986,-5.27,1.24E+01
95,2.0 GHz,96,13.999999999999986,-5.07,1.26E+01
96,2.0 GHz,97,14.199999999999985,-4.88,1.28E+01
97,2.0 GHz,98,14.399999999999984,-4.68,1.29E+01
98,2.0 GHz,99,14.599999999999984,-4.48,1.31E+01
99,2.0 GHz,100,14.799999999999983,-4.28,1.33E+01
100,2.0 GHz,101,14.999999999999982,-4.08,1.35E+01
0,2.1 GHz,1,-5,-24.67,-6.47E+00
1,2.1 GHz,2,-4.8,-24.46,-6.28E+00
2,2.1 GHz,3,-4.6,-24.27,-6.08E+00
3,2.1 GHz,4,-4.4,-24.08,-5.88E+00
4,2.1 GHz,5,-4.2,-23.87,-5.68E+00
5,2.1 GHz,6,-4,-23.68,-5.48E+00
6,2.1 GHz,7,-3.8,-23.48,-5.28E+00
7,2.1 GHz,8,-3.6,-23.28,-5.08E+00
8,2.1 GHz,9,-3.4,-23.07,-4.86E+00
9,2.1 GHz,10,-3.2,-22.86,-4.66E+00
10,2.1 GHz,11,-3,-22.67,-4.46E+00
11,2.1 GHz,12,-2.8,-22.48,-4.28E+00
12,2.1 GHz,13,-2.6,-22.28,-4.08E+00
13,2.1 GHz,14,-2.4,-22.08,-3.88E+00
14,2.1 GHz,15,-2.2,-21.88,-3.68E+00
15,2.1 GHz,16,-2,-21.7,-3.48E+00
16,2.1 GHz,17,-1.8,-21.49,-3.28E+00
17,2.1 GHz,18,-1.6,-21.29,-3.08E+00
18,2.1 GHz,19,-1.4,-21.09,-2.88E+00
19,2.1 GHz,20,-1.2,-20.88,-2.68E+00
20,2.1 GHz,21,-1,-20.68,-2.48E+00
21,2.1 GHz,22,-0.8,-20.48,-2.28E+00
22,2.1 GHz,23,-0.6,-20.3,-2.08E+00
23,2.1 GHz,24,-0.4,-20.09,-1.88E+00
24,2.1 GHz,25,-0.2,-19.9,-1.68E+00
25,2.1 GHz,26,2.1649348980190553e-15,-19.69,-1.48E+00
26,2.1 GHz,27,0.20000000000000218,-19.49,-1.28E+00
27,2.1 GHz,28,0.4000000000000022,-19.29,-1.07E+00
28,2.1 GHz,29,0.6000000000000022,-19.09,-8.75E-01
29,2.1 GHz,30,0.8000000000000023,-18.89,-6.75E-01
30,2.1 GHz,31,1.0000000000000022,-18.69,-4.75E-01
31,2.1 GHz,32,1.2000000000000022,-18.49,-2.74E-01
32,2.1 GHz,33,1.4000000000000021,-18.29,-7.42E-02
33,2.1 GHz,34,1.600000000000002,-18.08,1.26E-01
34,2.1 GHz,35,1.800000000000002,-17.89,3.25E-01
35,2.1 GHz,36,2.000000000000002,-17.69,5.25E-01
36,2.1 GHz,37,2.2000000000000024,-17.49,7.25E-01
37,2.1 GHz,38,2.4000000000000026,-17.27,9.47E-01
38,2.1 GHz,39,2.6000000000000028,-17.07,1.15E+00
39,2.1 GHz,40,2.800000000000003,-16.87,1.35E+00
40,2.1 GHz,41,3.000000000000003,-16.67,1.54E+00
41,2.1 GHz,42,3.2000000000000033,-16.47,1.74E+00
42,2.1 GHz,43,3.4000000000000035,-16.27,1.95E+00
43,2.1 GHz,44,3.6000000000000036,-16.06,2.15E+00
44,2.1 GHz,45,3.800000000000004,-15.86,2.35E+00
45,2.1 GHz,46,4.0000000000000036,-15.67,2.55E+00
46,2.1 GHz,47,4.200000000000004,-15.47,2.75E+00
47,2.1 GHz,48,4.400000000000004,-15.27,2.95E+00
48,2.1 GHz,49,4.600000000000004,-15.07,3.15E+00
49,2.1 GHz,50,4.800000000000004,-14.86,3.35E+00
50,2.1 GHz,51,5.000000000000004,-14.66,3.55E+00
51,2.1 GHz,52,5.200000000000005,-14.46,3.75E+00
52,2.1 GHz,53,5.400000000000005,-14.27,3.95E+00
53,2.1 GHz,54,5.600000000000005,-14.06,4.15E+00
54,2.1 GHz,55,5.800000000000005,-13.86,4.35E+00
55,2.1 GHz,56,6.000000000000005,-13.66,4.55E+00
56,2.1 GHz,57,6.2000000000000055,-13.46,4.75E+00
57,2.1 GHz,58,6.400000000000006,-13.27,4.95E+00
58,2.1 GHz,59,6.600000000000006,-13.06,5.15E+00
59,2.1 GHz,60,6.800000000000006,-12.87,5.35E+00
60,2.1 GHz,61,7.000000000000006,-12.65,5.57E+00
61,2.1 GHz,62,7.200000000000006,-12.45,5.77E+00
62,2.1 GHz,63,7.400000000000007,-12.25,5.97E+00
63,2.1 GHz,64,7.600000000000007,-12.05,6.17E+00
64,2.1 GHz,65,7.800000000000007,-11.9,6.32E+00
65,2.1 GHz,66,8.000000000000007,-11.7,6.52E+00
66,2.1 GHz,67,8.200000000000006,-11.5,6.71E+00
67,2.1 GHz,68,8.400000000000006,-11.31,6.91E+00
68,2.1 GHz,69,8.600000000000005,-11.11,7.12E+00
69,2.1 GHz,70,8.800000000000004,-10.9,7.32E+00
70,2.1 GHz,71,9.000000000000004,-10.7,7.52E+00
71,2.1 GHz,72,9.200000000000003,-10.5,7.72E+00
72,2.1 GHz,73,9.400000000000002,-10.3,7.92E+00
73,2.1 GHz,74,9.600000000000001,-10.1,8.12E+00
74,2.1 GHz,75,9.8,-9.9,8.32E+00
75,2.1 GHz,76,10,-9.7,8.52E+00
76,2.1 GHz,77,10.2,-9.5,8.73E+00
77,2.1 GHz,78,10.399999999999999,-9.3,8.92E+00
78,2.1 GHz,79,10.599999999999998,-9.1,9.12E+00
79,2.1 GHz,80,10.799999999999997,-8.9,9.33E+00
80,2.1 GHz,81,10.999999999999996,-8.68,9.54E+00
81,2.1 GHz,82,11.199999999999996,-8.47,9.74E+00
82,2.1 GHz,83,11.399999999999995,-8.28,9.94E+00
83,2.1 GHz,84,11.599999999999994,-8.08,1.01E+01
84,2.1 GHz,85,11.799999999999994,-7.89,1.03E+01
85,2.1 GHz,86,11.999999999999993,-7.68,1.05E+01
86,2.1 GHz,87,12.199999999999992,-7.49,1.07E+01
87,2.1 GHz,88,12.399999999999991,-7.29,1.09E+01
88,2.1 GHz,89,12.59999999999999,-7.08,1.11E+01
89,2.1 GHz,90,12.79999999999999,-6.89,1.13E+01
90,2.1 GHz,91,12.99999999999999,-6.69,1.15E+01
91,2.1 GHz,92,13.199999999999989,-6.48,1.17E+01
92,2.1 GHz,93,13.399999999999988,-6.3,1.19E+01
93,2.1 GHz,94,13.599999999999987,-6.1,1.21E+01
94,2.1 GHz,95,13.799999999999986,-5.9,1.23E+01
95,2.1 GHz,96,13.999999999999986,-5.7,1.25E+01
96,2.1 GHz,97,14.199999999999985,-5.5,1.27E+01
97,2.1 GHz,98,14.399999999999984,-5.31,1.29E+01
98,2.1 GHz,99,14.599999999999984,-5.11,1.31E+01
99,2.1 GHz,100,14.799999999999983,-4.91,1.33E+01
100,2.1 GHz,101,14.999999999999982,-4.71,1.35E+01
